date,close,ExactBestMajorReversals,4DaysAheadTwoState,BuyIfNotSell,SellIfNotBuy,TwoStateMajorReversals,TwoStDayAfterMajRev,2StBDayAftSDayBefore,2StBDayAftSDayOf,DayAfterMajorReversal,4_days_ahead_TARGET,5pct_20day_TARGET,5pct_10day_TARGET,2_5pct_5day_TARGET,vix,candleHeight,6_day_SMA ,pct_Diff_from_6_day_SMA,Slope_6_Day_SMA,4_day_SMA,Slope_4_day_SMA,newHighs1Y,newLows1Y,CHLI_1Y,newHighs1M,newLows1M,CHLI_1M,newHighs2W,newLows2W,CHLI_2W,newHighs1W,newLows1W,CHLI_1W,advancedIssues,declinedIssues,ADV_Issues,advancedVolume,declinedVolume,ADV_Vol,advancedIssuesComp,declinedIssuesComp,ADV_Issues_Comp,advancedVolumeComp,declinedVolumeComp,ADV_Vol_Comp,PutCallRatio,PutCallRatio100,ImpVol,daysToEarnings,daysToDividend,TenYearFuturesContract,TwoYearFuturesContract,2yr_Yield,10yr_Yield,2yr_pct_chg,10yr_pct_chg,10yr_2yr_diff,10_2_diff_pct_chg
4/18/2017,35.3,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,BUY,BUY,HOLD,HOLD,14.42,0.0525,35.445,-0.004,-0.055,35.368,-0.009,51,57,0.472222178,196,299,0.395959588,331,720,0.314938151,567,720,0.440559437,1213,1557,0.437906136,200804,201177,0.499536048,1226,1576,0.437544609,"784,094","780,751",0.501068157,0.7369,0.7065,0.2327,-10,-17,126.5469,108.4609,1.164,2.172,-0.0308,-0.0338,1.008,-0.0372
4/19/2017,35.17,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,BUY,HOLD,HOLD,14.93,0.3,35.34125,-0.005,-0.064,35.298,-0.023,97,41,0.7028985,290,197,0.595482534,507,459,0.524844715,988,459,0.682791979,1626,1099,0.596697246,255808,169204,0.601884182,1695,1128,0.600425078,"983,839","716,994",0.578445385,0.7946,0.7643,0.224,-9,-16,126.1875,108.4297,1.181,2.216,0.0146,0.0203,1.035,0.0268
4/20/2017,35.61,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,14.15,0.305,35.375,0.007,-0.023,35.384,0.029,134,36,0.788235248,372,162,0.6966292,817,388,0.678008293,1260,388,0.764563102,1987,775,0.719406225,344173,89189,0.794192846,2059,788,0.723217419,"1,285,533","367,570",0.777648459,0.6807,0.6018,0.2204,-8,-15,126.0156,108.4219,1.193,2.236,0.0102,0.009,1.043,0.0077
4/21/2017,35.5675,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,14.63,0.0425,35.39458333,0.005,0.018,35.412,0.009,99,44,0.692307644,311,175,0.639917682,600,448,0.572519079,882,448,0.66315789,1137,1602,0.415115004,185381,267454,0.409378692,1158,1641,0.413719184,"656,129","927,575",0.414300273,0.7937,0.7262,0.2257,-7,-14,125.9531,108.4297,1.188,2.246,-0.0042,0.0045,1.058,0.0144
4/24/2017,35.91,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,10.84,0.035,35.5025,0.011,0.042,35.564,0.051,263,45,0.853896076,799,147,0.844608871,1147,341,0.770833328,1427,341,0.807126692,2011,771,0.722861248,358109,104850,0.773522061,2069,797,0.72191207,"1,343,009","451,094",0.748568505,0.6795,0.589,0.2091,-6,-13,125.7969,108.3359,1.229,2.273,0.0345,0.012,1.044,-0.0132
4/25/2017,36.1325,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,10.76,0.155,35.615,0.015,0.073,35.805,0.08,314,40,0.887005625,873,133,0.867793232,1254,288,0.813229567,1451,288,0.834387574,1940,853,0.694593624,339608,117240,0.743371975,1969,897,0.687020235,"1,388,001","468,552",0.74762261,0.6494,0.6478,0.2089,-5,-12,125.3438,108.2656,1.275,2.334,0.0374,0.0268,1.059,0.0144
4/26/2017,35.92,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,10.85,0.1975,35.71833333,0.006,0.072,35.883,0.026,265,27,0.907534215,785,123,0.864537435,1056,264,0.799999994,1194,264,0.818930036,1732,1023,0.628675134,240347,220310,0.521748286,1733,1081,0.615849323,"911,191","889,900",0.505910584,0.6746,0.6483,0.2232,-4,-11,125.5938,108.3047,1.274,2.303,-0.0008,-0.0133,1.029,-0.0283
4/27/2017,35.9475,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,10.36,0.0331,35.84791667,0.003,0.078,35.978,0.032,241,41,0.854609899,562,155,0.783821467,769,346,0.689686092,840,346,0.708263063,1284,1516,0.458571427,269854,194197,0.58151798,1299,1518,0.461128859,"1,059,639","763,272",0.581289487,0.696,0.6666,0.2199,-3,-10,125.6406,108.3203,1.262,2.3,-0.0094,-0.0013,1.038,0.0087
4/28/2017,35.9125,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,10.82,0.11,35.89833333,0,0.06,35.978,0,149,46,0.764102525,352,168,0.676923064,500,499,0.500500495,561,499,0.529245278,1109,1695,0.395506418,199915,336601,0.372617033,1028,1808,0.362482368,"738,535","1,215,825",0.377890972,0.7427,0.6642,0.2145,-2,-9,125.7344,108.3125,1.27,2.289,0.0063,-0.0048,1.019,-0.0183
5/1/2017,36.645,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,BUY,10.11,0.37,36.07791667,0.016,0.077,36.106,0.043,203,55,0.786821675,453,233,0.660349845,556,646,0.462562392,647,646,0.500386694,1560,1283,0.548716143,268311,157445,0.630198987,1645,1206,0.576990528,"1,065,579","609,691",0.636064037,0.6677,0.601,0.2206,-1,-8,125.5156,108.2891,1.278,2.322,0.0063,0.0144,1.044,0.0245
5/2/2017,36.8775,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,BUY,10.59,0.0075,36.23916667,0.018,0.114,36.346,0.08,208,53,0.796934835,441,238,0.649484527,524,692,0.430921049,606,692,0.466872107,1210,1550,0.438405796,236344,272846,0.464156798,1252,1587,0.441000351,"910,266","1,186,977",0.434029819,0.6111,0.5945,0.218,0,-7,125.7969,108.3203,1.262,2.287,-0.0125,-0.0151,1.025,-0.0182
5/3/2017,36.765,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,10.68,0.3675,36.34458333,0.012,0.089,36.55,0.068,95,72,0.568862241,217,330,0.396709316,282,984,0.222748813,358,984,0.266766019,1040,1707,0.378594829,194745,310647,0.385334552,1012,1824,0.356840619,"794,317","1,264,182",0.385871939,0.6866,0.6222,0.1666,-62,-6,125.4531,108.25,1.298,2.322,0.0285,0.0153,1.024,-0.001
5/4/2017,36.6325,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,BUY,10.46,0.0025,36.46333333,0.005,0.075,36.73,0.06,138,85,0.618834053,277,380,0.421613388,352,909,0.279143535,446,909,0.329151289,1253,1492,0.456466301,234342,262957,0.471229582,1299,1534,0.458524531,"892,228","1,127,429",0.441772043,0.6867,0.6533,0.1564,-61,-5,125.1719,108.2188,1.31,2.352,0.0092,0.0129,1.042,0.0176
5/5/2017,37.24,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,BUY,10.57,0.55,36.67875,0.016,0.111,36.879,0.05,183,73,0.714843722,338,265,0.560530671,407,632,0.391722807,531,632,0.456577812,1668,1118,0.598707823,311212,146656,0.679698079,1647,1184,0.581773223,"1,264,117","572,965",0.688111364,0.7661,0.6669,0.1612,-60,-4,125.25,108.2109,1.314,2.351,0.0031,-0.0004,1.037,-0.0048
5/8/2017,38.2525,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,9.77,0.995,37.06875,0.032,0.202,37.223,0.115,172,59,0.744588712,338,253,0.571912004,395,574,0.407636735,577,574,0.50130321,1187,1641,0.419731257,184716,286912,0.391656136,1281,1578,0.44805876,"789,498","1,086,745",0.420786647,0.5858,0.5095,0.1766,-59,-3,124.9844,108.1875,1.334,2.389,0.0152,0.0162,1.055,0.0174
5/9/2017,38.4975,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,9.96,0.03,37.3775,0.03,0.233,37.656,0.144,174,66,0.72499997,360,289,0.554699529,428,611,0.411934548,650,611,0.515463913,1422,1378,0.507857141,280265,199640,0.584001,1433,1408,0.504399857,"1,128,056","818,613",0.579480127,0.5895,0.5248,0.1823,-58,-2,124.875,108.1797,1.347,2.398,0.0097,0.0038,1.051,-0.0038
5/10/2017,38.315,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,10.21,0.0925,37.61708333,0.019,0.183,38.076,0.14,172,76,0.693548359,369,251,0.595161281,452,559,0.447082093,690,559,0.552441949,1575,1187,0.570238955,286458,211024,0.575815808,1577,1261,0.555673007,"1,194,378","873,916",0.577470128,0.4318,0.3026,0.1847,-57,-1,124.7969,108.1406,1.359,2.411,0.0089,0.0054,1.052,0.001
5/11/2017,38.4875,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,10.6,0.375,37.90416667,0.016,0.176,38.388,0.104,124,65,0.656084621,246,281,0.46679316,319,804,0.28406055,475,804,0.371383891,1021,1747,0.36885838,190991,277650,0.407542234,1032,1813,0.362741651,"817,403","1,082,984",0.430124496,0.6681,0.5691,0.1863,-56,0,125.0469,108.1797,1.339,2.393,-0.0147,-0.0075,1.054,0.0019
5/12/2017,39.025,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,BUY,HOLD,SELL,HOLD,HOLD,10.4,0.35,38.30291667,0.019,0.229,38.581,0.064,118,79,0.598984741,237,303,0.438888881,308,799,0.278229446,505,799,0.387269936,1118,1665,0.401724756,184901,238586,0.436615528,1181,1643,0.418201132,"797,484","906,465",0.46802105,0.5959,0.5021,0.1934,-55,-62,125.5156,108.2812,1.29,2.326,-0.0366,-0.028,1.036,-0.0171
5/15/2017,38.925,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,10.42,0.0775,38.58375,0.009,0.227,38.688,0.036,214,54,0.798507433,403,199,0.669435205,519,435,0.544025152,769,435,0.638704314,1987,867,0.696215835,303669,159885,0.655088728,1926,956,0.66828591,"1,192,788","614,952",0.659822762,0.5548,0.4798,0.2001,-54,-61,125.3906,108.2734,1.303,2.343,0.0101,0.0073,1.04,0.0039
5/16/2017,38.8675,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,10.65,0.1175,38.68625,0.005,0.128,38.826,0.046,224,69,0.764505093,374,253,0.596491219,490,556,0.468451238,692,556,0.554487175,1351,1431,0.485621853,294594,177329,0.624241667,1412,1435,0.495960659,"1,265,509","680,833",0.65019868,0.6119,0.5529,0.1966,-53,-60,125.5312,108.2734,1.303,2.326,0,-0.0073,1.023,-0.0163
5/17/2017,37.5625,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,15.59,0.8375,38.53041667,-0.025,-0.018,38.595,-0.077,34,93,0.267716514,110,553,0.165912516,178,1353,0.116263879,240,"1,353",0.150659133,392,2490,0.136016655,60053,547293,0.09887774,436,2495,0.148754691,"243,717","2,074,561",0.105128462,0.9164,0.729,0.2392,-52,-59,126.3594,108.3828,1.246,2.223,-0.0437,-0.0443,0.977,-0.045
5/18/2017,38.135,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,14.66,0.3175,38.50041667,-0.009,-0.062,38.373,-0.074,51,108,0.320754697,130,453,0.222984559,197,1177,0.143377,279,"1,177",0.191620878,1608,1156,0.581765555,355930,184134,0.65905152,1633,1208,0.574797604,"1,354,347","717,061",0.653829183,0.796,0.6404,0.2307,-51,-58,126.2812,108.3438,1.27,2.228,0.0193,0.0022,0.958,-0.0194
5/19/2017,38.265,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,12.04,0.08,38.46333333,-0.005,-0.022,38.208,-0.055,103,58,0.639751513,217,227,0.488738728,308,481,0.390367549,430,481,0.472008776,1790,1020,0.637010674,387285,152463,0.717529291,1805,1034,0.635787247,"1,342,699","519,241",0.721129037,0.7337,0.6002,0.2085,-50,-57,126.25,108.3438,1.274,2.235,0.0031,0.0031,0.961,0.0031
5/22/2017,38.4975,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,10.93,0.0025,38.37541667,0.003,-0.042,38.115,-0.031,152,66,0.697247674,293,240,0.549718564,418,450,0.481566815,613,450,0.576669797,1836,967,0.655012484,323445,115555,0.736776765,1885,970,0.660245182,"1,204,489","490,817",0.710484715,0.584,0.6094,0.189,-49,-56,126.0781,108.3359,1.283,2.252,0.0071,0.0076,0.969,0.0083
5/23/2017,38.45,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,10.72,0.275,38.29625,0.004,-0.056,38.337,0.074,131,65,0.668367313,261,221,0.541493765,403,402,0.500621112,610,402,0.602766792,1451,1305,0.526487661,210494,213897,0.495990726,1480,1348,0.523338046,"800,592","855,425",0.483444312,0.7133,0.6506,0.1912,-48,-55,125.875,108.2812,1.307,2.282,0.0187,0.0133,0.975,0.0062
5/24/2017,38.335,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,10.02,0.125,38.2075,0.003,-0.056,38.387,0.017,129,62,0.675392635,241,202,0.544018046,427,393,0.520731701,774,393,0.663239069,1420,1297,0.522635258,237059,171371,0.580415249,1439,1355,0.51503221,"894,674","678,780",0.56860512,0.7453,0.6489,0.1839,-47,-54,126.2031,108.3594,1.282,2.252,-0.0191,-0.0131,0.97,-0.0051
5/25/2017,38.4675,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,9.99,0.035,38.35833333,0.003,0.021,38.438,0.017,221,62,0.7809187,348,199,0.636197429,558,395,0.585519406,911,395,0.697549765,1479,1313,0.529727792,280399,155228,0.643667633,1528,1328,0.535014004,"1,123,104","606,359",0.649394639,0.5708,0.4776,0.1824,-46,-53,126.125,108.3203,1.298,2.255,0.0125,0.0013,0.957,-0.0134
5/26/2017,38.4025,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,SELL,HOLD,9.81,0.0975,38.40291667,0,0.065,38.414,-0.008,135,63,0.681818147,241,259,0.48199999,377,532,0.41474147,596,532,0.52836879,1316,1455,0.4749188,203826,173336,0.540420297,1312,1496,0.467236466,"857,295","652,546",0.567804822,0.698,0.614,0.1719,-45,-52,126.1875,108.3125,1.298,2.25,0,-0.0022,0.952,-0.0052
5/30/2017,38.4175,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,HOLD,HOLD,10.38,0.0625,38.42833333,0,0.023,38.406,-0.003,122,81,0.600985192,252,398,0.387692302,389,982,0.283734498,564,982,0.364812417,931,1856,0.33405095,183653,231142,0.44275606,990,1888,0.34398888,"747,765","896,066",0.454891652,0.5973,0.5455,0.1774,-44,-51,126.1875,108.2266,1.286,2.208,-0.0092,-0.0187,0.922,-0.0315
5/31/2017,38.19,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,HOLD,HOLD,HOLD,10.41,0.3025,38.37708333,-0.005,-0.009,38.369,-0.012,149,114,0.566539902,255,505,0.335526311,425,1152,0.269499047,582,"1,152",0.335640136,1317,1433,0.478909089,343105,364277,0.48503496,1387,1453,0.48838028,"982,171","1,096,952",0.472396775,0.6961,0.6212,0.1871,-43,-50,126.2344,108.2266,1.286,2.206,0,-0.0009,0.92,-0.0022
6/1/2017,38.295,HOLD,BUY,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,SELL,HOLD,9.89,0.0025,38.35125,-0.001,-0.026,38.326,-0.014,224,36,0.861538428,404,156,0.721428559,794,393,0.668913221,1075,393,0.732288823,2115,708,0.749202973,410212,109208,0.789750106,2162,727,0.74835583,"1,436,987","459,728",0.75761883,0.6905,0.6722,0.179,-42,-49,126.2344,108.2031,1.298,2.213,0.0093,0.0032,0.915,-0.0054
6/2/2017,38.8625,HOLD,SELL,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,HOLD,SELL,SELL,SELL,9.75,0.4675,38.43916667,0.011,0.021,38.441,0.038,345,37,0.903141338,634,123,0.837516501,1155,284,0.802640717,1504,284,0.841163306,1956,882,0.689217757,303108,167238,0.644436224,1931,940,0.672587946,"1,114,406","638,845",0.635622623,0.6063,0.5352,0.1812,-41,-48,126.625,108.2109,1.29,2.159,-0.0062,-0.0244,0.869,-0.0503
6/5/2017,38.4825,HOLD,SELL,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,SELL,SELL,HOLD,SELL,10.07,0.1025,38.44166667,0.001,0.03,38.458,0.005,206,58,0.780303001,385,170,0.693693681,587,401,0.594129549,787,401,0.662457907,947,1884,0.334510772,181050,223096,0.44798167,1013,1866,0.351858283,"783,285","866,701",0.47472221,0.6731,0.6102,0.1838,-40,-47,126.4219,108.1797,1.306,2.183,0.0124,0.0111,0.877,0.0092
6/6/2017,38.6125,HOLD,SELL,BUY,SELL,BUY,BUY,BUY,BUY,HOLD,SELL,SELL,SELL,SELL,10.45,0.1375,38.47666667,0.004,0.013,38.563,0.035,133,71,0.651960752,276,231,0.544378687,402,488,0.451685388,509,488,0.51053159,1058,1747,0.377183599,195028,252393,0.435893711,1089,1771,0.380769229,"838,325","994,009",0.45751757,0.6182,0.5693,0.1859,-39,-46,126.75,108.2109,1.298,2.145,-0.0061,-0.0174,0.847,-0.0342
6/7/2017,38.8425,HOLD,SELL,BUY,SELL,BUY,BUY,SELL,BUY,HOLD,SELL,SELL,SELL,SELL,10.39,0.0875,38.5475,0.008,0.035,38.7,0.046,133,68,0.661691509,251,202,0.554083873,394,467,0.457607428,518,467,0.52588832,1459,1343,0.520699498,269511,178944,0.600976687,1509,1342,0.529287967,"1,093,741","679,793",0.616701456,0.7589,0.7576,0.1872,-38,-45,126.5625,108.1875,1.31,2.176,0.0092,0.0145,0.866,0.0224
6/8/2017,38.7475,SELL,SELL,SELL,SELL,SELL,BUY,SELL,SELL,HOLD,SELL,SELL,SELL,SELL,10.16,0.065,38.64041667,0.003,0.055,38.671,-0.01,181,53,0.77350424,417,171,0.709183661,695,454,0.604873798,803,454,0.638822588,1890,899,0.677662242,324858,167797,0.659402625,1896,961,0.663633179,"1,487,684","604,403",0.711100447,0.7442,0.7421,0.1447,-37,-44,126.4844,108.1719,1.322,2.192,0.0092,0.0074,0.87,0.0046
6/9/2017,37.245,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,SELL,10.7,1.5525,38.46541667,-0.031,-0.027,38.362,-0.103,244,31,0.887272695,658,155,0.809348084,942,668,0.585093164,1059,668,0.613202081,1405,1435,0.494718308,231295,480082,0.325137023,1467,1420,0.508139936,"1,236,679","1,851,769",0.400420859,0.946,0.789,0.2233,-36,-43,126.375,108.1406,1.339,2.202,0.0129,0.0046,0.863,-0.008
6/12/2017,36.355,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,11.46,0.08,38.0475,-0.044,-0.198,37.798,-0.188,91,36,0.716535377,488,237,0.673103439,652,844,0.435828874,791,844,0.483792046,1199,1624,0.424725468,253503,385078,0.396978614,1209,1656,0.421989527,"936,723","1,575,252",0.372902995,1.0146,0.7731,0.2187,-35,-42,126.3125,108.1016,1.359,2.214,0.0149,0.0054,0.855,-0.0093
6/13/2017,36.6475,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,10.42,0.1425,37.74166667,-0.028,-0.241,37.249,-0.183,104,41,0.71724133,343,155,0.688755006,459,376,0.549700592,609,376,0.618274105,1788,1023,0.63607257,329627,218823,0.601015589,1845,1017,0.644654086,"1,213,515","811,121",0.599374406,0.7944,0.6798,0.1781,-34,-41,126.3594,108.0938,1.367,2.211,0.0059,-0.0014,0.844,-0.0129
6/14/2017,36.29,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,10.64,0.585,37.35458333,-0.027,-0.231,36.634,-0.205,108,51,0.67924524,305,205,0.598039204,396,471,0.4567474,573,471,0.548850569,1137,1649,0.408111987,181610,305894,0.372530277,1170,1691,0.408947919,"761,558","1,142,394",0.399988025,0.8686,0.7083,0.1915,-33,-40,126.9688,108.1797,1.335,2.127,-0.0234,-0.038,0.792,-0.0616
6/15/2017,36.0725,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,10.9,0.2425,36.89291667,-0.021,-0.283,36.341,-0.098,55,72,0.433070832,184,304,0.377049173,241,778,0.236506376,339,778,0.303491492,1005,1784,0.360344208,123978,337681,0.268548864,1018,1826,0.357946553,"511,766","1,306,815",0.281409517,0.9936,0.8282,0.2015,-32,-39,126.6406,108.1094,1.355,2.164,0.015,0.0174,0.809,0.0215
6/16/2017,35.5675,HOLD,SELL,BUY,SELL,SELL,SELL,SELL,SELL,SELL,HOLD,BUY,HOLD,BUY,10.38,0.3775,36.36291667,-0.021,-0.331,36.144,-0.066,74,61,0.548148108,194,259,0.428256061,269,771,0.258653844,365,771,0.321302814,1266,1527,0.453276046,509815,642504,0.442425231,1269,1577,0.445888965,"1,467,239","1,445,376",0.503753157,0.8621,0.7597,0.2062,-31,-38,126.7812,108.1562,1.315,2.153,-0.0295,-0.0051,0.838,0.0358
6/19/2017,36.585,HOLD,SELL,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,10.37,0.67,36.25291667,0.009,-0.213,36.129,-0.005,142,45,0.759358248,372,165,0.692737417,457,419,0.521689492,722,419,0.632778259,1884,936,0.668085104,379086,86586,0.814062258,1907,960,0.665155212,"1,544,820","347,029",0.816566227,0.6811,0.6169,0.1941,-30,-37,126.4375,108.0781,1.364,2.191,0.0373,0.0176,0.827,-0.0131
6/20/2017,36.2525,HOLD,SELL,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,10.86,0.465,36.23583333,0,-0.042,36.119,-0.003,83,59,0.584507001,291,251,0.536900359,395,745,0.346491225,605,745,0.448148145,885,1916,0.315958585,204051,324514,0.386047128,873,1995,0.304393304,"1,327,518","1,203,861",0.524424829,0.8221,0.6427,0.191,-29,-36,126.6719,108.125,1.348,2.157,-0.0117,-0.0155,0.809,-0.0218
6/21/2017,36.4675,HOLD,SELL,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,10.75,0.0875,36.20583333,0.007,-0.016,36.218,0.033,87,56,0.608391566,283,274,0.508078985,374,803,0.317757007,556,803,0.409124353,1284,1485,0.463705307,361262,160280,0.692680551,1357,1491,0.476474717,"1,731,017","641,997",0.729459245,0.6104,0.5925,0.1941,-28,-35,126.5938,108.1172,1.352,2.165,0.003,0.0037,0.813,0.0049
6/22/2017,36.4075,HOLD,SELL,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,10.48,0.035,36.22541667,0.005,-0.003,36.428,0.07,112,45,0.713375751,355,222,0.615251289,480,693,0.409207158,737,693,0.515384612,1616,1154,0.5833935,263583,219552,0.545568009,1647,1214,0.57567284,"1,167,464","912,126",0.561391428,0.6325,0.593,0.1945,-27,-34,126.6719,108.1328,1.344,2.148,-0.0059,-0.0079,0.804,-0.0111
6/23/2017,36.57,HOLD,SELL,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,10.02,0.2875,36.30833333,0.007,0.034,36.424,-0.001,124,35,0.779874165,357,184,0.659889082,479,513,0.482862898,801,513,0.609589036,1840,977,0.653177136,903303,571630,0.612436633,1872,1014,0.648648646,"1,982,717","1,458,730",0.576128878,0.7525,0.6392,0.1865,-26,-33,126.7344,108.1484,1.345,2.144,0.0007,-0.0019,0.799,-0.0062
6/26/2017,36.455,HOLD,SELL,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,9.9,0.3375,36.45625,0,0.077,36.475,0.017,178,23,0.885572095,451,139,0.764406767,660,381,0.634005758,945,381,0.712669678,1512,1284,0.54077253,260845,227070,0.534611561,1556,1320,0.541029205,"1,183,536","906,433",0.566293567,0.7013,0.5305,0.208,-25,-32,126.7656,108.1641,1.336,2.135,-0.0067,-0.0042,0.799,0
6/27/2017,35.9325,HOLD,SELL,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,BUY,HOLD,HOLD,11.06,0.32,36.3475,-0.011,0.013,36.341,-0.045,70,31,0.693069238,254,208,0.549783538,354,569,0.383531957,589,569,0.508635574,959,1862,0.339950371,110102,420267,0.207595089,959,1900,0.335431968,"500,157","1,638,271",0.233890035,1.0143,0.8029,0.2303,-24,-31,126.2344,108.1094,1.373,2.203,0.0277,0.0319,0.83,0.0388
6/28/2017,36.4575,HOLD,SELL,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,10.03,0.335,36.38166667,0.002,-0.025,36.354,0.004,85,38,0.691056854,289,162,0.640798212,456,452,0.502202638,824,452,0.64576802,2089,736,0.739469024,399287,90521,0.81519085,2175,705,0.755208331,"1,558,713","464,740",0.770323304,0.8349,0.5755,0.2183,-23,-30,126.1562,108.125,1.353,2.226,-0.0146,0.0104,0.873,0.0518
6/29/2017,35.92,HOLD,BUY,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,HOLD,HOLD,HOLD,HOLD,11.44,0.2575,36.29041667,-0.01,-0.019,36.191,-0.054,73,33,0.68867918,286,294,0.49310344,458,801,0.363780776,739,801,0.479870127,1054,1772,0.372965321,163268,417295,0.281223571,1067,1812,0.370614796,"730,666","1,625,607",0.310093949,0.992,0.7439,0.2368,-22,-29,125.8125,108.1016,1.373,2.267,0.0148,0.0184,0.894,0.0241
6/30/2017,36.005,HOLD,BUY,BUY,SELL,SELL,SELL,SELL,SELL,HOLD,BUY,HOLD,HOLD,HOLD,11.18,0.1075,36.22333333,-0.006,-0.053,36.079,-0.037,65,23,0.73863628,220,141,0.609418266,369,437,0.457816371,523,437,0.544791661,1463,1375,0.515503874,266238,270745,0.495803405,1421,1437,0.497200838,"886,461","1,059,638",0.455506631,0.9477,0.7142,0.2344,-21,-28,125.5,108.0469,1.386,2.304,0.0095,0.0163,0.918,0.0268
